Bus Stop Number,Latitude Position,Longitude Position,Bus Stop Name
53051,1.354496944,103.8324744,Bef Thomson Plaza
53059,1.35539999,103.8314804,Opp Thomson Plaza
53061,1.357158301,103.8288351,Thomson View Condo
53069,1.357771593,103.8289435,Opp Windsor Pk
53071,1.360633337,103.8283425,Opp Flame Tree Pk
53079,1.360826667,103.8286433,Flame Tree Pk
53081,1.363193038,103.8278347,Opp Faber Gdn
53089,1.364131642,103.8282369,Faber Gdn
53091,1.36482026,103.8279238,Bef Ang Mo Kio Ave 1
53099,1.366606382,103.8284287,Aft Ang Mo Kio Ave 1
53111,1.345496389,103.8389014,Bef Marymount Lane
53119,1.345358333,103.8391767,Aft Bishan St 21
53121,1.350166942,103.8394742,Marymount Stn
53129,1.349680577,103.8397803,Opp Marymount Stn
53131,1.353158052,103.8403128,Blk 319
53139,1.35256346,103.8404367,Marymount View
53141,1.355665008,103.8413271,Opp Whitley Sec Sch
53149,1.355481111,103.8416123,Whitley Sec Sch
53151,1.359506347,103.8413406,Opp Blk 263A CP
53159,1.359686641,103.8417353,Blk 260
53161,1.362211424,103.8421446,Opp Blk 254
53169,1.362134687,103.8424879,Blk 254
53171,1.354661389,103.8363069,Blk 23
53179,1.353039634,103.8358231,Sin Ming Plaza
53181,1.356072799,103.83781,Amtech Bldg
53189,1.354963333,103.8368111,Blk 25
53191,1.358379448,103.8390892,Blk 7 Ind Est
53199,1.357548308,103.8389924,Blk 22A CP
53201,1.361285011,103.8385025,Opp Semac
53209,1.360998287,103.8385267,Semac
53211,1.347071695,103.8471267,Opp Raffles Inst
53219,1.346061111,103.8465836,Raffles Inst
53221,1.348168406,103.8484544,Blk 115
53229,1.348223035,103.8492724,Blk 501
53231,1.350899978,103.8479799,Bishan Stn
53239,1.351003056,103.8476588,Opp Bishan Stn
53241,1.356156392,103.8499566,Opp Blk 217
53249,1.355383052,103.849119,Blk 210
53251,1.346788295,103.8519982,Blk 125
53259,1.347115959,103.8519958,Opp Blk 125
53261,1.352859758,103.8517906,Opp Bishan Stadium
53269,1.353357924,103.851119,Bishan Stadium
53271,1.349346111,103.853915,Opp Kuo Chuan Presby Sch
53279,1.349702654,103.853913,Kuo Chuan Presby Sch
53281,1.346656389,103.8543208,Blk 169
53289,1.347233198,103.8546064,Zion Bible Presby Ch
53291,1.35231395,103.837114,Shunfu Mart
53299,1.351740117,103.8379455,Blk 314
53301,1.348611389,103.8459236,Raffles Inst
53309,1.348491378,103.8452725,Opp Raffles Inst
53311,1.346845,103.8416239,Opp Bosch
53319,1.347225,103.8412483,Bosch
53321,1.36135,103.8402947,CityCab
53329,1.361539701,103.8404955,Opp CityCab
53331,1.362854722,103.8370128,Bef Bright Hill Tp
53339,1.363129982,103.8367836,Opp Bright Hill Tp
53341,1.363556389,103.8339417,Blk 407
53349,1.363739827,103.8337932,Bishan Pk Sec Sch
53351,1.360809722,103.8321175,Ai Tong Sch
53359,1.361256667,103.8319617,Opp Ai Tong Sch
53361,1.359298333,103.8303208,Blk 454
53369,1.359473443,103.8301456,Opp Blk 454
53371,1.359943333,103.8437957,Blk 257
53379,1.360186702,103.8438602,Blk 245
53381,1.358304328,103.8449621,Bishan Nth Shop Mall
53389,1.358044737,103.8451693,Opp Bishan Nth Shop Mall
53391,1.354442917,103.8469632,Opp Blk 203
53399,1.354640028,103.8470163,Blk 202
53401,1.345416667,103.8504889,Opp Blk 131
53409,1.345346097,103.8512681,Blk 131
53419,1.346399965,103.8498088,Blk 117
54009,1.369687699,103.8485672,Ang Mo Kio Int
54011,1.365670448,103.8434104,Blk 207
54019,1.366186667,103.8441833,Aft Blk 304
54031,1.37008641,103.8453411,Opp Al-Muttaqin Mque
54039,1.370917861,103.8456365,Bef Al-Muttaqin Mque
54041,1.373483351,103.8449871,Opp Courts Ang Mo Kio
54049,1.373504722,103.8453257,Courts Ang Mo Kio
54051,1.376270004,103.8446581,Opp Ang Mo Kio Lib
54059,1.376284989,103.844983,Bef Ang Mo Kio Lib
54061,1.367288017,103.8340408,Blk 246
54069,1.366919972,103.8340556,Opp Blk 246
54071,1.364336649,103.8449067,Blk 310
54079,1.363898056,103.8458592,Opp Blk 315
54081,1.363589722,103.8478669,Teck Ghee Ct
54089,1.362970011,103.8484912,Opp Ang Mo Kio Swim Cplx
54091,1.36167975,103.850928,Blk 331
54099,1.361187778,103.8510481,Opp Blk 333
54101,1.357320978,103.8546576,Aft Ang Mo Kio Ave 10
54109,1.357081692,103.8543389,Bef Ang Mo Kio Ave 10
54161,1.371076646,103.8348293,Opp Blk 255
54169,1.370898333,103.8347669,Blk 255
54181,1.370533052,103.836535,Blk 258
54189,1.370469663,103.8367907,Blk 110
54191,1.374471933,103.837564,Blk 170
54199,1.3743,103.8376728,Blk 163
54201,1.376084986,103.8392761,Opp Blk 155
54209,1.376381197,103.8395232,Bet Blks 152/155
54211,1.368612222,103.8363483,Mayflower Sec Sch
54219,1.368807771,103.836794,Opp Mayflower Sec Sch
54221,1.36995608,103.8395934,Opp Ang Mo Kio Pr Sch
54229,1.369605779,103.8399327,Ang Mo Kio Pr Sch
54231,1.369660125,103.8419391,Blk 129
54239,1.369186094,103.8433202,Blk 209
54241,1.369135186,103.8461801,Blk 700B
54247,1.368738365,103.8471931,Blk 322
54248,1.368754906,103.8466101,Blk 324
54251,1.376890028,103.846172,Opp Anderson JC
54259,1.377209444,103.8462822,Anderson JC
54261,1.369469419,103.8507545,Ang Mo Kio Stn
54269,1.369210065,103.8511189,Opp Ang Mo Kio Stn
54271,1.369963268,103.8535666,Blk 586
54279,1.36968919,103.8540476,Blk 427
54281,1.369490257,103.8560128,Blk 570
54289,1.369103032,103.8561505,Blk 452
54291,1.369188614,103.8588615,Blk 564
54299,1.368901527,103.8583266,Opp Blk 565
54301,1.370195005,103.8628468,Blk 5022
54309,1.369888353,103.863066,Opp Blk 5022
54311,1.361436108,103.8525751,Blk 332
54319,1.362059691,103.8530548,Opp Christ The King Ch
54321,1.363984674,103.8523779,Blk 354
54329,1.364497725,103.8524798,Blk 420
54331,1.367194737,103.8505685,Blk 346
54339,1.367844701,103.8505797,Blk 422
54341,1.374621421,103.8478247,Opp Blk 504
54349,1.374773333,103.8481053,Blk 504
54351,1.376477779,103.8500347,Nanyang Poly
54359,1.376153348,103.8499921,Blk 502
54369,1.358746389,103.8558828,Opp Blk 4025
54371,1.362383063,103.8556828,Blk 409A
54379,1.362889989,103.855948,Blk 475
54381,1.365741674,103.8560862,Blk 443
54389,1.366389736,103.8566054,Blk 465
54391,1.371619722,103.8482886,Jubilee
54399,1.371373023,103.8486611,Opp Blk 710
54401,1.372946681,103.8516353,Blk 522
54409,1.372708333,103.8521389,Opp Blk 522
54411,1.372353056,103.8542292,Blk 527
54419,1.372061678,103.8548909,Opp Blk 527
54429,1.370346605,103.8581855,Blk 561
54439,1.373284742,103.8571539,Blk 549
54441,1.374181695,103.8507692,Blk 507
54449,1.374608105,103.8508896,Opp Blk 507
54451,1.377235018,103.8405965,Blk 643
54459,1.376933361,103.841201,Blk 151
54461,1.377479971,103.8433994,Blk 649
54469,1.37720167,103.8434968,Opp Blk 649
54471,1.376134708,103.8532966,Opp Blk 538
54479,1.375793351,103.8532004,Blk 538
54481,1.375994979,103.8557653,ITE College Ctrl
54489,1.375661389,103.8557967,Opp ITE College Ctrl
54491,1.377171653,103.8601032,Aft CTE
54499,1.377008067,103.8605536,Bef CTE
54501,1.377871389,103.8626631,Opp AMK Ind Pk 2
54509,1.377588358,103.8625705,Aft Blk 5000
54511,1.371676382,103.8634476,Blk 5028
54519,1.371218056,103.8637356,Opp Blk 5023
54521,1.373426407,103.8628875,Blk 5046
54529,1.373359729,103.8630362,Opp Blk 5093
54531,1.358399743,103.8513269,MRT Bishan Depot
54539,1.358571111,103.8510481,Bishan Pk
54571,1.37425473,103.8549193,Blk 532
54579,1.374878174,103.8548308,Blk 540
54581,1.371058333,103.8566583,Blk 574
54589,1.371734416,103.8567189,Blk 555
54591,1.375306667,103.8617739,Blk 5084
54599,1.374894722,103.8618014,Blk 5056
54601,1.359421389,103.8551458,Townsville Pr Sch
54609,1.359357778,103.8552925,Opp Townsville Pr Sch
54611,1.364894705,103.8405742,Blk 220
54619,1.364671684,103.8405029,Opp Blk 220
54621,1.365953312,103.8377307,Blk 223
54629,1.36558807,103.8380167,Opp Blk 223
54631,1.377021667,103.8669752,Opp Tyco Electronics
54641,1.375739674,103.8646091,Sing Ind Cplx
54651,1.378542757,103.8655186,Opp Techplace 2
54659,1.37834008,103.8668627,Techplace 2
55009,1.385898311,103.847577,Ang Mo Kio Depot
55011,1.382261657,103.8357043,Opp The Calrose
55019,1.382283056,103.8361694,The Calrose
55021,1.385701178,103.8387271,Opp Seasons Pk
55029,1.385651937,103.8391711,Seasons Pk
55031,1.389447742,103.8436033,Opp NCS Hub
55039,1.389157323,103.8438314,NCS Hub
55041,1.391224067,103.846028,Opp Motorola
55049,1.391105477,103.8465928,Motorola
55051,1.392399801,103.8489624,Opp ST Electronics
55059,1.392082265,103.8490952,ST Electronics
55071,1.392462741,103.8526183,Bef KLC Sch Of Edn
55079,1.391952167,103.853368,Aft KLC Sch Of Edn
55081,1.391771334,103.8559733,Opp Sunrise Gdns
55089,1.391294037,103.856304,Aft Sunrise Gdns
55101,1.390940142,103.8596792,Opp Serenity Pk
55109,1.390494473,103.8599335,Serenity Pk
55111,1.376955563,103.8377737,Blk 180
55119,1.377285307,103.8378471,Blk 617
55121,1.379431389,103.8351978,Opp Blk 604
55129,1.37955302,103.8354994,Blk 604
55131,1.37986282,103.8396597,Blk 612
55139,1.378940116,103.8400749,Blk 641
55141,1.381513056,103.8390206,Opp Blk 622
55149,1.381476389,103.8392681,Blk 622
55151,1.383394401,103.8403312,Ang Mo Kio Comm Hosp
55159,1.383362,103.84065,Opp Ang Mo Kio Comm Hosp
55169,1.381236392,103.8410023,Mkt/FC
55171,1.385643889,103.8422978,Castle Green
55179,1.385731799,103.8425943,Opp Castle Green
55181,1.381432514,103.8438923,Opp Yio Chu Kang Stn
55189,1.382619958,103.8438384,Yio Chu Kang Stn
55199,1.379524768,103.8426632,Blk 645
55201,1.37859114,103.8443777,Opp Anderson JC
55209,1.378631667,103.8446844,Anderson JC
55211,1.386037595,103.8455676,Aft Ang Mo Kio Fire Stn
55219,1.385635805,103.8459235,Bef Ang Mo Kio Ave 9
55221,1.387832858,103.8461993,Opp SMRT Buses AMK Depot
55229,1.388508051,103.8458848,SMRT Buses AMK Depot
55231,1.385658623,103.8483169,Opp SBST East District
55239,1.386997778,103.8480411,SBST East District
55241,1.389329853,103.8407103,Aft Yio Chu Kang Rd
55249,1.389664059,103.840852,Bef Yio Chu Kang Rd
55251,1.390936005,103.8388558,Countryside Est
55259,1.391413462,103.8387287,Opp Countryside Est
55261,1.392424444,103.8364956,Bullion Pk Condo
55269,1.39252555,103.8369165,Opp Bullion Pk Condo
55271,1.394998333,103.8325139,Aft Lentor Flyover
55279,1.394147371,103.8343381,Lentor Flyover
55281,1.39816551,103.8287514,Aft SLE
55289,1.398443393,103.8290392,LP 94
55301,1.384251667,103.8444567,AMK Police Div HQ
55309,1.384083333,103.8444475,Opp AMK Police Div HQ
55311,1.384303578,103.8468397,Opp Yio Chu Kang Stadium
55319,1.384086699,103.8467826,Yio Chu Kang Stadium
55321,1.378363333,103.8472253,Opp Nanyang Poly
55329,1.379019701,103.8472253,Nanyang Poly
55331,1.386922462,103.837141,Aft Lentor Gr
55339,1.38708226,103.8371164,Aft Florissa Pk
55341,1.384985816,103.8366995,Opp Thomson Gr
55349,1.384791442,103.8364931,Thomson Gr
55351,1.389736788,103.836964,Opp Fudu Walk P/G
55361,1.389836856,103.838605,Countryside Gdn P/G
55371,1.388614367,103.8344045,Aft Lentor St
55381,1.38990417,103.8362464,Bef Bullion Pk
55509,1.381132415,103.8455559,Yio Chu Kang Int
56019,1.369495535,103.8286291,Bef Ang Mo Kio Ave 1
56021,1.37242859,103.8284292,Opp S'wang Hill FC
56029,1.373595,103.8287,JCU S'pore
56031,1.376956667,103.8282253,Bef Yio Chu Kang Rd
56039,1.376730556,103.8284839,Aft Yio Chu Kang Rd
56041,1.379161667,103.8275778,Opp Meadows @ Pierce
56049,1.379456389,103.8276883,Meadows @ Pierce
56051,1.38249473,103.825764,Opp 3M S'pore
56059,1.382688058,103.8260455,Aft 3M S'pore
56061,1.385147519,103.8228745,Aft NTUC Fairprice Ctr
56069,1.385304995,103.8232088,Bef NTUC Fairprice Ctr
56071,1.387177444,103.8196482,Bef Old Upp Thomson Rd
56079,1.38756641,103.8195979,Aft Old Upp Thomson Rd
56081,1.391697967,103.8182131,Bef SLE
56089,1.392050912,103.8186111,Aft SLE
56091,1.396345266,103.8184117,Opp Thong Soon Rd
56099,1.396068178,103.8188299,Opp Former Seletar Inst
56191,1.378798333,103.8294408,Opp NPB Serangoon Depot
56199,1.378923333,103.8300364,NPB Serangoon Depot
56201,1.380593816,103.8322476,Aft Munshi Abdullah Ave
56209,1.380318633,103.8324031,Bef Thomson Hills Dr
56241,1.371991667,103.8332083,St. Nicholas Girls'
56249,1.372958319,103.8330111,Opp St. Nicholas Girls'
56251,1.376374722,103.8344186,Opp Horizon Gdns
56259,1.376844444,103.8348403,Horizon Gdns
56261,1.36786219,103.8317274,Blk 248
56269,1.367418354,103.832334,Opp Blk 248
56289,1.370231678,103.8323266,Bef Shangri-La Walk
57011,1.400157254,103.8171721,Opp Nessea Club
57019,1.400863076,103.8173071,Nessea Club
57021,1.404140741,103.8183424,Forest Hills Condo
57029,1.403962906,103.8186226,Aft The Springside
57031,1.40705412,103.8201226,Nee Soon Driclad Ctr
57039,1.4061175,103.8199872,Bef Spiritual Grace Presby Ch
57041,1.410692683,103.8219231,Nee Soon HQ 22 SIB
57049,1.410820278,103.8223353,Opp Nee Soon HQ 22 SIB
57051,1.415271255,103.8233737,Aft Sembawang Air Base
57059,1.414727778,103.8235655,Opp Sembawang Air Base
57061,1.419961423,103.8245264,Dieppe Barracks
57069,1.418965927,103.8246055,Opp Dieppe Barracks
57071,1.425016081,103.8255058,Opp Khatib Camp
57079,1.424438602,103.8256679,Khatib Camp
57081,1.427536111,103.8265547,Opp Blk 713
57089,1.427405009,103.8268567,Blk 713
57111,1.431236226,103.8265494,Opp Blk 101
57119,1.431302571,103.8268877,Blk 101
57121,1.433450833,103.8263113,Opp Blk 115B
57129,1.434186569,103.8264145,Blk 114
57131,1.438084138,103.8252975,Seletaris Condo
57139,1.437956621,103.8255963,Aft Jln Kemuning
57141,1.402482551,103.8169623,Bef Upp Thomson Rd
57149,1.402368163,103.8168955,Aft Upp Thomson Rd
58009,1.447481793,103.8194139,Sembawang Int
58011,1.441356114,103.8241875,Opp Sembawang Shop Ctr
58019,1.440851088,103.82473,Aft Sembawang Shop Ctr
58021,1.44324137,103.8236786,Bef Canberra Rd
58029,1.443159194,103.8239851,Aft Canberra Rd
58041,1.449393465,103.8268558,Aft Yishun Ave 2
58049,1.449195252,103.8270354,Bef Yishun Ave 2
58051,1.450879722,103.8284308,Bef Sembawang CC
58059,1.450790077,103.828663,Aft Sembawang CC
58061,1.452964231,103.8311063,Aft The Ashram
58069,1.452713863,103.831184,Opp The Ashram
58071,1.455284221,103.8338898,Prison Trg Sch
58079,1.455004462,103.8338122,Opp Prison Trg Sch
58081,1.458251944,103.8359461,Opp Jln Janggus
58089,1.458732559,103.8365422,Aft Andrews Ave
58091,1.46211498,103.8379192,Sembawang Pk
58099,1.461498762,103.8375658,Opp Sembawang Pk
58101,1.446672778,103.8228228,Blk 311
58109,1.446676079,103.823093,Opp Blk 311
58111,1.450962723,103.8207523,Blk 351 CP
58119,1.450999255,103.8210232,Blk 502A
58121,1.453291155,103.8192948,Blk 424A CP
58129,1.452842161,103.8198822,Blk 508 CP
58131,1.456253333,103.82046,Aft Assyafaah Mque
58139,1.456375644,103.8207457,Aft Ottawa Rd
58141,1.463365158,103.8165318,Sembawang Camp
58149,1.461903592,103.8178892,Opp Sembawang Shipyard G 8
58151,1.448359043,103.8220134,Bef Sembawang Stn
58159,1.448217087,103.8223561,Aft Admiral Hill
58161,1.460527557,103.8203735,Bef Sembawang Shipyard G 3
58169,1.459786963,103.8209245,Aft HomeTeamNS Sembawang Resort
58171,1.458905808,103.8237988,Sembawang Corp Industries
58179,1.458556453,103.82351,Opp Sembawang Corp Industries
58181,1.45964275,103.8262572,Sembawang Drug Rehab Ctr
58189,1.459154444,103.8260118,Opp Sembawang Drug Rehab Ctr
58191,1.458752029,103.8287551,Aft Wellington Rd
58199,1.459050157,103.8278843,Opp Auckland Rd
58201,1.455312349,103.83099,Bef Prison Trg Sch
58209,1.455240833,103.8306264,Aft Pakistan Rd
58211,1.449262026,103.819794,Sembawang Stn
58219,1.449534637,103.8199297,Opp Sembawang Stn
58221,1.448592648,103.8170658,Blk 339 CP
58229,1.448750841,103.8168059,Blk 358A CP
58241,1.447220646,103.8201849,Opp Blk 315
58249,1.447117222,103.8211856,Blk 309
58251,1.448031488,103.8189521,Sun Plaza
58259,1.447772672,103.8189515,Opp Sun Plaza
58271,1.447027835,103.8147065,Blk 335
58279,1.446710258,103.8146049,Opp Blk 336A CP
58281,1.445013675,103.8162666,Sembawang Sec Sch
58289,1.444859608,103.8162716,Opp Sembawang Sec Sch
58291,1.4457932,103.8199449,Blk 317
58299,1.445829153,103.8196846,Blk 328
58301,1.444856506,103.8105506,3M Bldg
58309,1.444660636,103.8103665,Opp 3M Bldg
58311,1.450197954,103.8181046,Blk 354 CP
58319,1.449769339,103.8180219,Blk 357C
58321,1.450205738,103.8161452,Bet Blks 357/359
58329,1.450501869,103.8165596,Blk 474
58331,1.449741296,103.8239761,Blk 589D
58339,1.449361385,103.8243057,Opp Blk 589D
58341,1.452679929,103.8168777,Blk 405
58349,1.452731395,103.8164234,Blk 478
58351,1.455935487,103.8149106,Blk 483
58359,1.4561944,103.8146541,Opp Blk 484A CP
58361,1.461186885,103.8127071,Nth Link Bldg
58369,1.460673153,103.8119258,Bef LP 8
58371,1.444490096,103.8190895,Bet Blks 325/326
58379,1.444285741,103.8190051,Opp Blk 325
58381,1.447970493,103.8133779,Blk 469B
58389,1.44773992,103.8135667,Opp Blk 469B
58391,1.444264722,103.8224122,Blk 303
58399,1.443999125,103.8225647,Opp Blk 303
58401,1.455756583,103.8180021,Opp Blk 491
58409,1.456108385,103.8181006,Blk 491
58411,1.454612002,103.8165837,Blk 404A CP
58419,1.454644618,103.8158379,Blk 482A CP
58421,1.451306124,103.8190292,Blk 353
58429,1.45151629,103.8189253,Bet Blks 415/416
58439,1.428578964,103.7883392,Innova JC
58449,1.427092047,103.7890672,S'pore Sports Sch
58451,1.460026603,103.8153724,Aft Heavy Veh Pk
58459,1.459940307,103.8151406,Bef Heavy Veh Pk
58461,1.429655918,103.7904456,Innova Pr Sch
58479,1.428336328,103.7897712,Aft Innova Pr Sch
58481,1.453059052,103.8226793,Opp Wellington Pr Sch
58489,1.452859466,103.8225109,Wellington Pr Sch
58491,1.452721743,103.8243134,Opp Blk 507A
58499,1.452058697,103.8242877,Blk 506A
58501,1.450718783,103.8270849,Blk 592A
58509,1.450599271,103.8269643,Blk 590A
59009,1.429973709,103.8374345,Yishun Temp Int
59011,1.402050599,103.8273791,Bef Sg Seletar Bridge
59019,1.402176703,103.8276304,Aft Sg Seletar Bridge
59021,1.409228338,103.8290833,Bef Yishun Ave 1
59029,1.408858434,103.8292477,Aft Yishun Ave 1
59031,1.412777472,103.8308396,Opp Yishun Sports Hall
59039,1.413428716,103.831563,Yishun Sports Hall
59041,1.416254201,103.8325916,Bef Khatib Stn
59049,1.417009982,103.8333998,Opp Khatib Stn
59051,1.419682702,103.8342967,Blk 790
59059,1.420546029,103.8349794,Blk 608
59061,1.425563992,103.8349582,Blk 763
59069,1.426572948,103.8353696,Opp Blk 757
59072,1.429458361,103.8354886,Northpoint Shop Ctr
59073,1.428563444,103.8354475,Aft NorthPoint Shop Ctr
59079,1.429266069,103.835162,Yishun Stn
59081,1.423714749,103.8316467,Blk 774
59089,1.423978611,103.8315575,Opp Blk 774
59091,1.431652454,103.8351081,Blk 154
59099,1.432728355,103.8352254,Blk 220
59101,1.434202107,103.8330275,Yishun Pr Sch
59109,1.434398493,103.8332295,Opp Yishun Pr Sch
59111,1.430163951,103.8288845,Blk 701
59119,1.43037444,103.8279487,Opp Blk 701A
59121,1.434538511,103.8299967,Blk 121
59129,1.434900043,103.8302676,Opp Blk 121
59131,1.43192546,103.8296918,Blk 137
59139,1.431407493,103.8295566,Aft Chong Pang CC
59141,1.430343832,103.8327554,Blk 741
59149,1.430618611,103.83218,Blk 145
59159,1.430554662,103.8346707,Blk 151
59161,1.43014844,103.8379316,Opp Blk 201
59171,1.432265097,103.8401967,Blk 309
59179,1.432214395,103.8398833,Blk 241
59181,1.434166111,103.8421883,Opp Blk 245
59189,1.434253615,103.8420417,Blk 245
59191,1.436490833,103.8421208,Opp Northland Sec Sch
59199,1.436095537,103.8422494,Blk 250
59201,1.438715884,103.8403522,Opp Chongfu Pr Sch
59209,1.438566111,103.8402117,Blk 272
59211,1.440370278,103.8381736,Blk 289
59219,1.440479057,103.8375858,Opp Blk 288
59221,1.439022993,103.8350279,Aft LP 48
59229,1.439015896,103.834164,Aft LP 47
59231,1.4353797,103.8368075,Blk 227
59239,1.43560782,103.8368437,Blk 291
59241,1.434272216,103.8392293,Blk 236
59249,1.434360863,103.8394374,Blk 257
59251,1.436691326,103.8336834,Opp Darul Makmur Mque
59259,1.437167834,103.8337979,Darul Makmur Mque
59261,1.437558035,103.8315914,Blk 174
59269,1.437749714,103.8312528,Opp Blk 174
59271,1.436283171,103.8285516,Blk 118
59279,1.436704387,103.828805,Opp Ahmad Ibrahim Sec Sch
59281,1.422806305,103.840704,Blk 654
59291,1.41884166,103.8406844,Blk 666
59301,1.428574385,103.8305483,Blk 731
59309,1.428261955,103.8306307,Jiemin Pr Sch
59311,1.426048437,103.8321861,Blk 760
59319,1.426171667,103.8320108,Yishun JC
59321,1.420046739,103.8318023,Blk 794
59329,1.419680292,103.831796,Naval Base Sec Sch
59331,1.422973728,103.8327672,Blk 773
59339,1.422735673,103.8337841,Blk 776
59341,1.423671632,103.8386446,Khoo Teck Puat Hosp
59349,1.42345056,103.8388243,Opp Khoo Teck Puat Hosp
59351,1.428778889,103.8402289,Opp Blk 322
59359,1.428441027,103.8407182,Blk 322
59361,1.422495295,103.8367055,Blk 602
59369,1.42214127,103.8368384,Blk 647
59371,1.420054142,103.8378703,Chung Cheng High Sch
59379,1.419468522,103.8382398,Opp Chung Cheng High Sch
59381,1.431811316,103.8419602,Blk 314
59389,1.432020719,103.8420825,Opp Blk 314
59391,1.430211074,103.8452311,Blk 367
59399,1.430267508,103.8455206,Opp Blk 367
59401,1.427054567,103.8461513,Blk 358
59409,1.426638831,103.8464062,Evangel Family Ch
59411,1.425047694,103.8455415,Blk 356
59419,1.42525968,103.8459803,Blk 413
59421,1.417628369,103.8351341,Blk 624
59429,1.417426128,103.8350306,Blk 846
59431,1.417780953,103.8376667,Blk 630
59439,1.417810239,103.8383544,Blk 858
59441,1.415883889,103.8394833,Naval Base Pr Sch
59449,1.415529722,103.8395392,Opp Naval Base Pr Sch
59451,1.425696137,103.8436074,Bet Blks 349/350
59459,1.426373711,103.842595,Opp Huamin Pr Sch
59461,1.423356251,103.8469594,Opp Blk 419
59469,1.423579277,103.8474796,Blk 419
59471,1.42111543,103.8490197,Blk 437
59481,1.415424248,103.8364769,Blk 873
59499,1.413250173,103.8345975,Orchid Pk Condo
59501,1.412892533,103.8381068,Blk 871
59511,1.42716905,103.8289521,Yishun Sec Sch
59521,1.440036613,103.8317108,Yishun Sapphire
59529,1.440350529,103.8318143,Opp Yishun Sapphire
59541,1.423630187,103.8301807,Opp Khatib Camp
59549,1.423139123,103.8305261,Khatib Camp
59551,1.425390082,103.8282247,Blk 722
59559,1.425117764,103.8282131,Opp Blk 722
59561,1.418701415,103.8329338,Blk 798
59569,1.418493324,103.832939,Opp Blk 798
59571,1.421099167,103.8437547,Opp Northbrooks Sec Sch
59579,1.4202643,103.8438985,Blk 456
59581,1.419223969,103.8460044,Bef Yishun Ave 1
59591,1.426536887,103.8494795,Bet Blks 405/406
59599,1.426408611,103.8496803,Opp Blk 406
59601,1.42914048,103.8493774,Bet Blks 391/392
59609,1.428996111,103.8495614,Opp Blk 392
59611,1.423625829,103.8366674,Aft Yishun Ctrl
59619,1.423352,103.836873,Aft Yishun Ctrl 1
59621,1.43416283,103.8441056,Bet Blks 318A/318B
59631,1.423337781,103.8439739,Opp Blk 445
59639,1.423181667,103.8441239,Bet Blks 445/449
59641,1.431694111,103.8460578,Bet Blks 333C/333D
59649,1.431440826,103.8457847,Opp Blk 333C
59651,1.427116988,103.8416942,Blk 348B
59661,1.426314916,103.8376286,Opp Yishun Polyclinic
59669,1.426236394,103.8378428,Yishun Polyclinic
59671,1.427776209,103.8351872,Bef Yishun Stn
59689,1.430531879,103.8362564,Blk 203
59691,1.424868879,103.8360659,Bef Blk 935
59699,1.424651709,103.8360436,Opp Blk 935
59701,1.425481929,103.8402021,Opp SAFRA Yishun
59709,1.425992173,103.8406441,Bef SAFRA Yishun
60011,1.31471795,103.863768,S'pore Post
60019,1.314798119,103.8641364,Opp S'pore Post
60021,1.318285961,103.8666987,Chubb S'pore
60029,1.317170457,103.8660014,Blk 16
60031,1.320409707,103.8700783,Blk 66
60039,1.319964738,103.8698304,Opp Blk 66
60051,1.314146401,103.8657147,Opp Kallang Pl
60059,1.314346389,103.8658625,Bef Kallang Pl
60061,1.322765211,103.8740213,Aft Infineon
60069,1.323359352,103.8725674,Kallang Basin Swim Cplx
60071,1.327199248,103.8702822,Kolam Ayer Ind Est
60079,1.326856017,103.8695097,MOM Svcs Ctr
60081,1.329312261,103.866291,St. Andrew's Jnr Sch
60089,1.32865055,103.8661597,Opp St. Andrew's Jnr Sch
60099,1.314564208,103.8608682,Bef Lavender St
60101,1.317834213,103.8600404,Kwong Wai Shiu Hosp
60119,1.318897114,103.8642149,Opp Blk 28
60121,1.320088156,103.8617978,Boon Keng Stn
60139,1.322048616,103.8662898,Blk 44
60141,1.322587538,103.8638568,Opp Bendemeer Pr Sch
60159,1.324094766,103.867642,Blk 54
60161,1.324772897,103.8655673,St. Michael's Pl
60179,1.326340257,103.8683403,MOM Svcs Ctr
60181,1.327145618,103.8673854,Aft Moonstone Lane
60191,1.317183056,103.8619572,Blk 12
60199,1.317953056,103.8612789,Blk 22
60201,1.329338889,103.8683861,Leong Bee Ct
60209,1.329861339,103.868961,Opp Leong Bee Ct
60211,1.328550718,103.8704967,Aft Tai Thong Cres
60219,1.328291927,103.8704918,Bef Siemens Ctr
60221,1.322123806,103.8708143,Blk 73
60229,1.322581087,103.8702401,Blk 68
60241,1.323554614,103.8615916,Blk 1
60249,1.323468,103.8619424,Blk 14
60251,1.32450919,103.8615552,Blk 15
60261,1.331324716,103.8689179,Potong Pasir Stn
60269,1.330990301,103.8692289,Potong Pasir Stn
61009,1.335211667,103.8666325,Blk 122
61011,1.333392798,103.869464,Blk 103
61019,1.333201667,103.8697617,Opp Blk 101
61021,1.336276685,103.8701888,Aft Woodleigh Pk
61029,1.335968329,103.8705159,Opp Woodleigh Pk
61031,1.338364722,103.8704497,Woodleigh Stn
61039,1.338453328,103.8708488,Woodleigh Stn
61041,1.34143,103.8704919,Bef Braddell Rd
61049,1.341962778,103.8709686,Aft Bartley Rd
61051,1.33958331,103.8720932,Aft Upp Serangoon Rd
61059,1.339422778,103.8719311,Bef Upp Serangoon Rd
61061,1.332681667,103.8682283,Blk 148
61069,1.332759756,103.8683809,Blk 101
61079,1.335986409,103.8652543,Blk 121
